Nom productor,Núm. acreditació,Persona jurídica,Persona física,NIF,Adreça,Codi postal,Municipi,Comarca,Productes,Grups Productes,Venda directa,Venda circuit curt,Telèfon,Correu electrònic,Marca Comercial
"MARTI JIMENEZ, JORGE",VP/P/2053/2016,,X,,,17811,SANTA PAU,GARROTXA,"Carn, embotits i derivats carnis de pollastres/gallina",ALTRES USOS,Venda directa,Venda circuit curt,,,
"MARTI MARIGOT, GUILLEM",VP/P/2994/2018,,X,,,8572,SANT PERE DE TORELLÓ,OSONA,"Carn, embotits i derivats carnis de cabrum",,,Venda circuit curt,,,CELLER CAN MORRAL DEL MOLI
"MARTI PONS, JOSE",VP/P/2113/2016,,X,,,43894,CAMARLES,BAIX EBRE,HORTA,HORTÍCOLES,Venda directa,Venda circuit curt,,,
"MARTÍ QUER, JOAN",VP/P/1809/2015,,X,,,17466,VILOPRIU,BAIX EMPORDÀ,"Carn, embotits i derivats carnis de cabrum, Carn, embotits i derivats carnis de xai, OLIVES","LLEGUMINOSES, OLIVERAR",Venda directa,Venda circuit curt,,,MAS CASANOVA
"MARTI RIBAS, ROBERTO",VP/P/1177/2013,,X,,,17496,COLERA,ALT EMPORDÀ,"Carn, embotits i derivats carnis de xai, Carn, embotits i derivats carnis de boví, OLIVES",OLIVERAR,,Venda circuit curt,,,
"MARTÍ ROURA, ENRIQUE",VP/P/1028/2013,,X,,,17178,PRESES,GARROTXA,"Carn, embotits i derivats carnis de boví, BLAT DE MORO",CEREALS D'ESTIU,,Venda circuit curt,,,OLI DEL PALLARS
"MARTÍ ROURA, MIQUEL",VP/P/1873/2015,,X,,,17178,PRESES,GARROTXA,"Carn, embotits i derivats carnis de xai",NO ADMISSIBLES,,Venda circuit curt,,,
"MARTÍ VIVES, JOAN",VP/P/2715/2017,,X,,,8397,PINEDA DE MAR,MARESME,"Carn, embotits i derivats carnis de cabrum",,Venda directa,Venda circuit curt,,,
"MARTIN BARBE, JAVIER",VP/P/2073/2016,,X,,,25126,ALMENAR,SEGRIÀ,PRÉSSECS,FRUITA DOLÇA,Venda directa,,,,MAS  DEL XIPILLA
"MARTINEZ BANDA, JORDI",VP/P/1639/2014,,X,,,25100,ALMACELLES,SEGRIÀ,CIRERES,FRUITA DOLÇA,Venda directa,Venda circuit curt,,,AGUSTÍ FORNOS. TEMPLARIUS
"MARTINEZ FARNES, ANA",VP/P/1361/2014,,X,,,8416,RIELLS DEL FAI,VALLÈS ORIENTAL,"Olis, OLIVERES, ALTRES FRUITERS DE LLAVOR","FRUITA DOLÇA, OLIVERAR",Venda directa,Venda circuit curt,,,
"MARTÍNEZ FARRÀS, DAVID",VP/P/3321/2019,,X,,,17172,PLANES D'HOSTOLES,GARROTXA,"RAÏM VI, POMES, CEBA, CALÇOT, PORRO I ALL, COL I COLIFLOR, HORTA, TOMÀQUET","FRUITA DOLÇA, HORTÍCOLES, VINYA",Venda directa,,,,
"MARTINEZ GINE, FRANCISCO",VP/P/0944/2013,,X,,,43519,PERELLÓ,BAIX EBRE,"Ous de gallina, Olis, OLIVES, AMETLLES, CARXOFA, TOMÀQUET","FRUITS DE CLOSCA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR",Venda directa,,,,LIDEROU
"MARTÍNEZ LAO, JAVIER",VP/P/1828/2015,,X,,,25100,ALMACELLES,SEGRIÀ,Cargols,NO ADMISSIBLES,Venda directa,,,,
"MARTINEZ PALAU, ROSA MARIA",VP/P/0140/2013,,X,,,25610,OS DE BALAGUER,LA NOGUERA,"Olis, ORDI, OLIVERES, AMETLLERS, ALTRES FRUITERS DE LLAVOR","ALTRES FRUITS SECS, CEREALS, FRUITA DOLÇA, OLIVERAR",Venda directa,,,,
"MARTINEZ PECANINS, MIREIA",VP/P/3334/2019,,X,,,8241,MANRESA,BAGES,"Conserves vegetals, sucs, melmelades, fruits secs torrats, TOMÀQUET",HORTÍCOLES,Venda directa,Venda circuit curt,,,
"MARTÍNEZ SÀNCHEZ, AURELI",VP/P/1482/2014,,X,,,8140,CALDES DE MONTBUI,VALLÈS ORIENTAL,BLAT TOU,CEREALS,Venda directa,,,,
"MARTORELL MARTORI, JOSE",VP/P/2033/2016,,X,,,8397,PINEDA DE MAR,MARESME,"Pèsols, PATATA, Enciams, Endívia, escarola i xirivia , Horta","HORTÍCOLES, PROTEAGINOSES",Venda directa,Venda circuit curt,,,FOZ CLUA
"MARTORELL VILASECA, CRISTINA MARIA",VP/P/2649/2017,,X,,,8391,TIANA,MARESME,"Conserves vegetals, sucs, melmelades, fruits secs torrats, TOMÀQUET",HORTÍCOLES,Venda directa,Venda circuit curt,,,
"MARTOS MARZO, MAITE",VP/P/2926/2018,,X,,,25520,PONT DE SUERT,ALTA RIBAGORÇA,"MADUIXA, MONGETA","HORTÍCOLES, LLEGUMINOSES",Venda directa,Venda circuit curt,,,
"MARVA HOSPITAL, JOSEP",VP/P/1185/2013,,X,,,25135,ALBESA,LA NOGUERA,"Conserves vegetals, sucs, melmelades, ORDI, ALTRES FRUITERS DE LLAVOR","CEREALS, FRUITA DOLÇA",Venda directa,Venda circuit curt,,,
"MAS ALBA 1748, SL",VP/P/0518/2013,X,,B17430125,Lloc MAS HUGUET,17468,VILADEMULS,PLA DE L'ESTANY,"Formatges i altres derivats lactis de llet de cabra, BLAT TOU, ORDI, CIVADA, OLIVES, RAÏM VI","CEREALS, OLEAGINOSES, OLIVERAR, VINYA",Venda directa,Venda circuit curt,654500112,info@masalba.cat,
"MAS ARCOS, JOSEP MARIA",VP/P/2697/2017,,X,,,8620,SANT VICENÇ DELS HORTS,BAIX LLOBREGAT,"PERES, PRODUCTES D'HORTA","FRUITA DOLÇA, HORTÍCOLES",Venda directa,Venda circuit curt,,,ECOPROX
"MAS BARRABEIG, ERNEST",VP/P/1157/2013,,X,,,43850,CAMBRILS,BAIX CAMP,"CEBES, CALÇOTS, PORROS I ALLS","HORTÍCOLES, NO ADMISSIBLES",,Venda circuit curt,,,
"MAS CAN CARLINA,S.L.",VP/P/1774/2015,X,,B55210934,Polig poligon 3 parcel.la 72,17844,CORNELLÀ DEL TERRI,PLA DE L'ESTANY,"ESPECIES AROMÀTIQUES HERBÀCIES, ENCIAM, CEBES, CALÇOTS, PORROS I ALLS, TOMÀQUET","ALTRES PRODUCTES, HORTÍCOLES",Venda directa,,633100294,mascancarlina@gmail.com,PUIG MIRAMAR
MAS CASTANYER SC,VP/P/2157/2016,X,,J55239784,Finca MAS CASTANYER,17174,SANT FELIU DE PALLEROLS,GARROTXA,"Ous de gallina, ORDI, CIVADA","CEREALS, NO ADMISSIBLES",Venda directa,Venda circuit curt,669334588,contacte@mascastanyer.cat,FRUITES MARIA I VERDURES JUANA
MAS DE BARBERANS COOPERATIVA AGRÍCOLA,VP/AP/0011/2013,X,,F43014034,CRTA TORTOSA S/NÚM,43514,MAS DE BARBERANS,MONTSIÀ,Olis,,Venda directa,,663709738,coopmas@eresmas.com,
MAS DE SANT ISCLE SAT 1344,VP/P/2011/2016,X,,F61079083,CASA VILANOVA s/n,8272,SANT FRUITÓS DE BAGES,BAGES,"Vins, caves i vinagres, BLAT TOU, CIVADA, MILL, OLIVES, RAÏM VI, HORTA","CEREALS, HORTÍCOLES, OLIVERAR, VINYA",Venda directa,Venda circuit curt,678442722,info@masdesantiscle.com,
"MAS DE VICENTA, CB",VP/P/0427/2013,X,,E65217077,"C AGULLERS, 4 PIS 1 PORTA 2",8003,BARCELONA,BARCELONÈS,"Olis, OLIVERES, AMETLLERS","ALTRES FRUITS SECS, OLIVERAR",Venda directa,Venda circuit curt,933291611,alfokant@telefonica.net,APICOLA GABERNET
MAS EL CAMPS SCP,VP/P/1600/2014,X,,J66044413,Lloc Mas El Camps,8571,SANT VICENÇ DE TORELLÓ,OSONA,"CIVADA, PATATA, HORTA","CEREALS, HORTÍCOLES",Venda directa,Venda circuit curt,686799227,xaviercolomer@hotmail.com,
MAS EL CROS S L,VP/P/0045/2013,X,,B17236019,Finca MAS EL CROS s/n,17811,SANTA PAU,GARROTXA,"Carn, embotits i derivats carnis de pollastres/gallina, Carn, embotits i derivats carnis de boví, BLAT TOU, ORDI, CIVADA, HORTA","CEREALS, HORTÍCOLES, NO ADMISSIBLES",Venda directa,Venda circuit curt,633409514,MaselCros@grn.es,LA PARADA DEL CAMI RAL
"MAS EUSEBI, SL",VP/P/2630/2017,X,,B55289441,"Cami de Fonteta a Fitor, Mas Eusebi 2",17111,FORALLAC,BAIX EMPORDÀ,"Llet de vaca, ORDI, CIVADA, OLIVES, ALTRES FRUITES, CEBA, CALÇOT, PORRO I ALL, TOMÀQUET","CEREALS D'ESTIU, CEREALS, FRUITA DOLÇA, HORTÍCOLES, OLIVERAR",,Venda circuit curt,628539165,lletfrescamaseusebi@gmail.com,
"MAS FARRE, M. TERESA",VP/P/0372/2013,,X,,,8798,SANT CUGAT SESGARRIGUES,ALT PENEDÈS,"OLIVES, PRESSECS","FRUITA DOLÇA, OLIVERAR",Venda directa,,,,OUS ECOLÒGICS ENTRE VINYES
"MAS FERRAN DE VENTALLO, SCP",VP/P/0604/2013,X,,J55000871,"CARRE BASSA, 0",17473,VENTALLÓ,ALT EMPORDÀ,"Olis, OLIVERES, VINYES, ALTRES FRUITERS DE LLAVOR","FRUITA DOLÇA, OLIVERAR, VINYA",,Venda circuit curt,972793076,fina@serraferran.com,
MAS GINGI S L,VP/P/1587/2014,X,,B17440520,Finca MAS GINGI,17178,VALL D'EN BAS,GARROTXA,"BLAT TOU, BLAT DE MORO, ORDI, PATATA, HORTA","CEREALS D'ESTIU, CEREALS, HORTÍCOLES, OLEAGINOSES",Venda directa,Venda circuit curt,646863017,ramon.ts@hotmail.com,
MAS GORI SCP,VP/P/1727/2014,X,,J66295726,C/ CAL GORI,8739,SUBIRATS,ALT PENEDÈS,"Vins, caves i vinagres, OLIVES, RAÏM VI, PRESSECS, ALBERCOCS, PERES, ALTRES FRUITES","FRUITA DOLÇA, OLIVERAR, VINYA",Venda directa,,620097761,info@enlairevins.cat,
"MAS GRANER, SCCL",VP/P/1273/2013,X,,F66039827,Finca MAS GRANER,8251,SANTPEDOR,BAGES,"Carn, embotits i derivats carnis de xai, Carn, embotits i derivats carnis de porcí, ORDI, CIVADA, HORTA","CEREALS, HORTÍCOLES",Venda directa,Venda circuit curt,648749713,masgranersccl@gmail.com,
"MAS GUIDIC, SC",VP/P/0005/2013,X,,J55030332,Carre Joan Maragall 17,17176,VALL D'EN BAS,GARROTXA,"BLAT DE MORO, ORDI, MONGETA","CEREALS D'ESTIU, CEREALS, LLEGUMINOSES",Venda directa,Venda circuit curt,972690255,canguidic@canguidic.cat,
"MAS LA FOLCRA, SC",VP/P/0445/2013,X,,J17430257,Finca MAS LA FOLCRA 0,17860,SANT JOAN DE LES ABADESSES,RIPOLLÈS,"Llet de vaca, Formatges i altres derivats lactis de llet de vaca",CEREALS D'ESTIU,Venda directa,Venda circuit curt,610383957,maslafolcra@gmail.com,
MAS LLUNES VINYES I CELL.SL,VP/P/2275/2016,X,,B17627464,Carre Escoles 2,17780,GARRIGUELLA,ALT EMPORDÀ,"Vins, caves i vinagres, OLIVES, RAÏM VI, NOUS","FRUITS DE CLOSCA, OLIVERAR, VINYA",Venda directa,Venda circuit curt,972552684,aroig@masllunes.es,BERNABE-SANTI
"MAS MARCE, SCP",VP/P/0585/2013,X,,J17705039,C/ Ribera 5,17469,SIURANA,ALT EMPORDÀ,"Formatges i altres derivats lactis de llet d'ovella, ORDI, CIVADA, OLIVES","CEREALS, NO ADMISSIBLES, OLIVERAR",Venda directa,,609037032,masmarce@masmarce.com,
"MAS MIRO, JOSEP",VP/P/1102/2013,,X,,,8150,PARETS DEL VALLÈS,VALLÈS ORIENTAL,"BLAT TOU, CIVADA, PATATA, CEBES, CALÇOTS, PORROS I ALLS, CIGRONS , LLENTIES","CEREALS, HORTÍCOLES, LLEGUMINOSES",Venda directa,Venda circuit curt,,,EL PAGES DEL REMOLAR
"MAS MONTSENY FRUITS, SCP",VP/P/2613/2017,X,,J55621734,C Santiago Rusiñol 1,43760,MORELL,TARRAGONÈS,"Olis, OLIVES, PRESSECS, NECTARINES, ALTRES FRUITES, HORTA, FIGUES , AVELLANES","FRUITA DOLÇA, FRUITS DE CLOSCA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR",Venda directa,Venda circuit curt,680662215,masmontseny@gmail.com,EL PAGES DEL REMOLAR
"MAS MUÑOZ, NARCISO",VP/P/1095/2013,,X,,,8490,TORDERA,MARESME,"CIVADA, PATATA, RAÏM VI, CEBA, CALÇOT, PORRO I ALL, COL I COLIFLOR, COGOMBRE, TOMÀQUET, MADUIXA, CIGRONS , MONGETA , MONGETA , FAVES I FAVONS","CEREALS, HORTÍCOLES, LLEGUMINOSES, PROTEAGINOSES, VINYA",Venda directa,Venda circuit curt,,,OLI PUIGMACAIÀ
"MAS OREN, SCP",VP/P/1901/2015,X,,J25713025,Finca MAS OREN,25727,PRULLANS,CERDANYA,"BLAT TOU, SÈGOL, CIVADA, POMES","CEREALS, FRUITA DOLÇA",Venda directa,Venda circuit curt,629246508,dani-casanovas-sirvent@hotmail.com,SABASTIA GARCIA SUANES
"MAS PERINET, SL",VP/P/3349/2019,X,,B43545920,"Finca Mas Perinet, S/N",43360,CORNUDELLA DE MONTSANT,PRIORAT,"Vins, caves i vinagres, RAÏM VI",VINYA,Venda directa,Venda circuit curt,977827113,merce.delvalle@perinetwinery.com,
"MAS PUJADES, TERESA",VP/P/1249/2013,,X,,,43781,FATARELLA,TERRA ALTA,"OLIVES, AMETLLES, AVELLANA","FRUITS DE CLOSCA, OLIVERAR",,Venda circuit curt,,,LA FONT SOSTENIBLE
MAS PUQUÍ S L,VP/P/0388/2013,X,,B17431651,Finca MAS PUQUÍ,17814,VALL D'EN BAS,GARROTXA,"Carn, embotits i derivats carnis de boví, BLAT DE MORO, CIVADA","CEREALS D'ESTIU, CEREALS",Venda directa,,609766761,puquisl1@gmail.com,EL MOLI DEN VENDRELL
"MAS VESA, ESTEVE",VP/P/2248/2016,,X,,,8980,SANT FELIU DE LLOBREGAT,BAIX LLOBREGAT,"PRESSECS, ALBERCOCS, PERES, POMES, PRUNES, CEBES, CALÇOTS, PORROS I ALLS, CAQUI, FIGUES","FRUITA DOLÇA, HORTÍCOLES, NO ADMISSIBLES",Venda directa,,,,
MAS VIGATÀ S L,VP/P/3405/2020,X,,B17431289,Lloc CAL VIGATÀ 10,17179,VALL D'EN BAS,GARROTXA,"Formatges i altres derivats lactis de llet de vaca, BLAT DE MORO","CEREALS D'ESTIU, NO ADMISSIBLES, OLEAGINOSES",Venda directa,Venda circuit curt,605418457,masvigatasl@masvigatasl.cat,EL REBOST DE L'ALEGRIA
"MASANA CANELA, JAUME",VP/P/0734/2013,,X,,,8281,PUJALT,ANOIA,"BLAT TOU, ORDI, CIVADA, PÈSOLS, CIGRONS","CEREALS, LLEGUMINOSES, PROTEAGINOSES",Venda directa,Venda circuit curt,,,
"MASANA NADAL, FRANCESC",VP/P/2958/2018,,X,,,8282,PUJALT,ANOIA,"BLAT TOU, ORDI, CIGRONS","CEREALS, LLEGUMINOSES, OLEAGINOSES",Venda directa,Venda circuit curt,,,APICOLA GARROFE
"MASANA NADAL, PERE",VP/P/1038/2013,,X,,,8282,PUJALT,ANOIA,"Conserves vegetals, sucs, melmelades, fruits secs torrats, BLAT TOU, ORDI, CIVADA, CIGRONS , LLENTIES","CEREALS, LLEGUMINOSES",Venda directa,Venda circuit curt,,,100% MEL
"MASANEDA FIGUERAS, LUIS",VP/P/2585/2017,,X,,,17184,VILOBÍ D'ONYAR,LA SELVA,"Carn, embotits i derivats carnis de xai",,Venda directa,Venda circuit curt,,,
"MASCARILLA LLURBA, HORTENSIA",VP/P/0243/2013,,X,,,25163,SOLERÀS,LES GARRIGUES,"Olis, OLIVES, AMETLLES","FRUITS DE CLOSCA, OLIVERAR",Venda directa,Venda circuit curt,,,
"MASCARO FIGUEROLA, JORGE",VP/P/3381/2019,,X,,,8720,VILAFRANCA DEL PENEDÈS,ALT PENEDÈS,"PATATA, OLIVES, RAÏM, TOMÀQUET","HORTÍCOLES, NO ADMISSIBLES, OLIVERAR, VINYA",Venda directa,,,,
"MASETPLANA, SL",VP/P/0524/2013,X,,B17682618,Prage Pedraguers 0,17780,GARRIGUELLA,ALT EMPORDÀ,"Vins, caves i vinagres, Olis, OLIVES, RAÏM VI","OLIVERAR, VINYA",Venda directa,,680333688,info@masetplana.com,GRANJA MILIO
MASIA CAN RODA VINYES I VINS SL,VP/P/3128/2019,X,,B67155390,Av PIERA 69 PLANTA L,8107,MARTORELLES,VALLÈS ORIENTAL,"Vins, caves i vinagres, RAÏM",VINYA,Venda directa,Venda circuit curt,659448506,enric.gil@masiacanroda.cat,"GELADA EXPLOTACIONS, SL"
"MASIA EL VILLAR, CB",VP/P/1597/2014,X,,E65567521,CTRA SANT FELIU DE CODINES A BIGUES  - M,8182,BARBERÀ DEL VALLÈS,VALLÈS ORIENTAL,,,Venda directa,,938660006,maselvillar@gmail.com,
"MASIA VERDERA, MARIA DEL CARMEN",VP/P/2377/2016,,X,,,43540,SANT CARLES DE LA RÀPITA,MONTSIÀ,MAGRANA,FRUITA DOLÇA,,Venda circuit curt,,,
"MASIP MALLADA, GEMMA",VP/P/1463/2014,,X,,,25163,SOLERÀS,LES GARRIGUES,Ous de gallina,,Venda directa,,,,
"MASIP PUJOL, MARIA CARMEN",VP/P/0890/2013,,X,,,25178,BOVERA,LES GARRIGUES,"OLIVERES, AMETLLERS","ALTRES FRUITS SECS, OLIVERAR",,Venda circuit curt,,,MEL GIL
"MASÓ BAGUE, JULIÀ",VP/P/3243/2019,,X,,,8500,VIC,OSONA,"FAVES I FAVONS , PATATA, CEBES, CALÇOTS, PORROS I ALLS, CARABASSA, MADUIXA, FRUITS DEL BOSC, ESPARRECS, GERDS, NABIUS, MONGETA","ALTRES PRODUCTES, FRUITA DOLÇA, HORTÍCOLES, LLEGUMINOSES, OLEAGINOSES, PROTEAGINOSES",Venda directa,Venda circuit curt,,,
"MASO CASTRO, JOSE MARIA",VP/P/1691/2014,,X,,,17190,SALT,GIRONÈS,"PEBROT, CEBES, CALÇOTS, PORROS I ALLS, TOMÀQUET, MONGETA","HORTÍCOLES, LLEGUMINOSES",Venda directa,,,,
"MASO COLL, ALBERT",VP/P/2740/2017,,X,,,17403,SANT HILARI SACALM,LA SELVA,"Formatges i altres derivats lactis de llet d'ovella, Carn, embotits i derivats carnis de xai",,Venda directa,,,,
"MASO COLL, DAVID",VP/P/1567/2014,,X,,,8560,MANLLEU,OSONA,"Carn, embotits i derivats carnis de cabrum, Carn, embotits i derivats carnis de xai, BLAT TOU, ORDI, CEBA, CALÇOT, PORRO I ALL","CEREALS, HORTÍCOLES",Venda directa,Venda circuit curt,,,
"MASO MARTINEZ, SERGI",VP/P/0721/2013,,X,,,8490,TORDERA,MARESME,"ORDI, PATATA, RAÏM VI, ALTRES FRUITES, CEBA, CALÇOT, PORRO I ALL, ALBERGÍNIA, CARBASSÓ, TOMÀQUET, MONGETA","CEREALS, FRUITA DOLÇA, HORTÍCOLES, LLEGUMINOSES, VINYA",Venda directa,,,,
"MASSA HOMS, JOAQUIM",VP/P/0833/2013,,X,,,17411,VIDRERES,LA SELVA,"Ous de gallina, ORDI, PATATA, HORTA","CEREALS, HORTÍCOLES",Venda directa,Venda circuit curt,,,
"MASSACHS DOMKEN, JACH",VP/P/0971/2013,,X,,,17462,JUIÀ,GIRONÈS,"Ous de gallina, OLIVES",OLIVERAR,Venda directa,Venda circuit curt,,,
"MASSANA GALIMANY, PAU",VP/P/2140/2016,,X,,,8739,SUBIRATS,ALT PENEDÈS,"Vins, caves i vinagres, RAÏM","NO ADMISSIBLES, VINYA",Venda directa,,,,LA PAGESETA
"MASSANA RAFOLS, FELIX",VP/P/3413/2020,,X,,,8739,SUBIRATS,ALT PENEDÈS,"Vins, caves i vinagres, RAÏM","NO ADMISSIBLES, VINYA",Venda directa,,,,FRUTURGELL
"MATA COLL, NURIA",VP/P/1027/2013,,X,,,8731,SANT MARTÍ SARROCA,ALT PENEDÈS,"Olis, OLIVES, PRESSECS, CIRERES","FRUITA DOLÇA, OLIVERAR",Venda directa,,,,
"MATAMALA GISPERT, JOAN",VP/P/1719/2014,,X,,,17124,PALAFRUGELL,BAIX EMPORDÀ,"ENCIAM, CEBES, CALÇOTS, PORROS I ALLS, CARBASSÓ, PASTANAGA, TOMÀQUET","HORTÍCOLES, NO ADMISSIBLES",Venda directa,,,,
"MATAMALA REGUE, RAMON",VP/P/3217/2019,,X,,,25260,IVARS D'URGELL,PLA D'URGELL,"BLAT DE MORO, PERES, POMES, HORTA","CEREALS D'ESTIU, FRUITA DOLÇA, HORTÍCOLES, NO ADMISSIBLES",Venda directa,,,,CAN GINESTA
"MATAS LOPEZ, MARIA ESPERANZA",VP/P/1016/2013,,X,,,43470,SELVA DEL CAMP,BAIX CAMP,"OLIVES, ENCIAMS, COL I COLIFLOR, AVELLANES","FRUITS DE CLOSCA, HORTÍCOLES, OLIVERAR",Venda directa,,,,
"MATAS TRAVESA, JORDI",VP/P/2657/2017,,X,,,17300,BLANES,LA SELVA,"MELÓ, ENCIAMS, MONGETA","HORTÍCOLES, LLEGUMINOSES",Venda directa,,,,KM 0
"MATAS-PUJOL, SCP",VP/P/3339/2019,X,,J43343003,C Borras 5,43850,CAMBRILS,BAIX CAMP,"OLIVES, PRESSECS, NECTARINES, PRUNES, GARROFES, TOMÀQUET, TARONGES, LLIMONES, MANDARINES, AVELLANES","CÍTRICS, FRUITA DOLÇA, FRUITS DE CLOSCA, HORTÍCOLES, OLIVERAR",Venda directa,,977360220,annamatcae@hotmail.com,
"MATEOS SARDA, ROSA",VP/P/0988/2013,,X,,,25142,BELLVÍS,PLA D'URGELL,"PRESSEGUERS, NECTARINS, PERERES, POMERES, ALTRES FRUITERS DE LLAVOR",FRUITA DOLÇA,Venda directa,Venda circuit curt,,,MAS SANT ISCLE /JAUME VILANOVA
"MAZA AGULLO, PAU",VP/P/3252/2019,,X,,,25500,POBLA DE SEGUR,PALLARS JUSSÀ,"Olis, OLIVES",OLIVERAR,Venda directa,,,,
"MEL DE CA L'ABELLAIRE, SL",VP/P/0395/2013,X,,B43435577,C/ DE COLOM 3,43519,PERELLÓ,BAIX EBRE,Mel,NO ADMISSIBLES,Venda directa,Venda circuit curt,659935756,calabellaire@gmail.com,
"MEL SANT GUIM, SCP",VP/P/0461/2013,X,,J25611138,Carre Amoros 0,25270,SANT GUIM DE FREIXENET,SEGARRA,Mel,NO ADMISSIBLES,Venda directa,Venda circuit curt,679552930,apibio@gmail.com,
MELOCOTON NICO SL,VP/P/1619/2014,X,,B25522871,"LLOC PARTIDA COMASTRETA, 0",25126,ALMENAR,SEGRIÀ,"PRESSEGUERS, NECTARINS, POMERES",FRUITA DOLÇA,Venda directa,,691525275,javinico74@yahoo.es,XICUXAI
"MENA LANAS, CARLOS",VP/P/1734/2014,,X,,,25001,ALFARRÀS,SEGRIÀ,"ALBERCOQUERS, ALTRES FRUITERS DE LLAVOR",FRUITA DOLÇA,Venda directa,Venda circuit curt,,,
"MENA LE PAPE, ALEX",VP/P/2261/2016,,X,,,17404,RIELLS I VIABREA,LA SELVA,HORTA,HORTÍCOLES,Venda directa,,,,
"MERCADER ROMEU, DANIEL",VP/P/1540/2014,,X,,,43884,BONASTRE,BAIX PENEDÉS,"PATATA, OLIVES, ALTRES FRUITES, CEBA, CALÇOT, PORRO I ALL, CARABASSA, TOMÀQUET","FRUITA DOLÇA, HORTÍCOLES, OLIVERAR",Venda directa,,,,
"MERCADER TEIXIDOR, MARC",VP/P/0842/2013,,X,,,17468,VILADEMULS,PLA DE L'ESTANY,"Carn, embotits i derivats carnis de porcí, Carn, embotits i derivats carnis de boví, BLAT TOU, ORDI, GIRA-SOL, OLIVES","CEREALS, NO ADMISSIBLES, OLEAGINOSES, OLIVERAR",Venda directa,,,,ELOY GONZALEZ GOMEZ
MERCAT VALLES S.L.,VP/P/1535/2014,X,,B65907925,"AV EDUARD CORBELLA, 82 PIS PBJ",8440,CARDEDEU,VALLÈS ORIENTAL,ALTRES FRUITERS DE LLAVOR,FRUITA DOLÇA,Venda directa,Venda circuit curt,600282523,quim@mercatvalles.cat,
"MESTRE PRADES, JORDI",VP/P/0818/2013,,X,,,43773,DUESAIGÜES,BAIX CAMP,"Olis, OLIVES, RAÏM VI, AMETLLES, PRESSECS, ALTRES FRUITES, CEBA, CALÇOT, PORRO I ALL, Carxofa, CARABASSA, TOMÀQUET, AVELLANES","FRUITA DOLÇA, FRUITS DE CLOSCA, HORTÍCOLES, OLIVERAR, VINYA",Venda directa,Venda circuit curt,,,ECOHORTA LA VALL DE MONTSORIU
"MESTRE VILAPLANA, JOSEP",VP/P/1152/2013,,X,,,43420,SANTA COLOMA DE QUERALT,CONCA DE BARBERÀ,"Farines, pastes i cereals, BLAT TOU, ESPELTA, ORDI, SÈGOL, CIGRONS , LLENTIES","CEREALS, LLEGUMINOSES, OLEAGINOSES",Venda directa,Venda circuit curt,,,OLIS CAL BRISDA 1903
"MESTRES HUGUET, ERNEST",VP/P/1306/2013,,X,,,8901,HOSPITALET DE LLOBREGAT,BARCELONÈS,"CEBA, CALÇOT, PORRO I ALL, COL I COLIFLOR, COGOMBRE, BLEDA, ESPINAC, TOMÀQUET, BOIXAC O CALÈNDULA","ALTRES PRODUCTES, HORTÍCOLES",Venda directa,Venda circuit curt,,,
"MESTRES SUQUE, JOSEP",VP/P/2457/2016,,X,,,43512,BENIFALLET,BAIX EBRE,"CIVADA, PRESSECS, ALBERCOCS, PERES, POMES, CIRERES, MELÓ, ENCIAMS, CEBA, CALÇOT, PORRO I ALL, API, COL I COLIFLOR, CARBASSÓ, Carxofa, CARABASSA, TARONGES, NESPRES, MAGRANES","CEREALS, CÍTRICS, FRUITA DOLÇA, HORTÍCOLES",Venda directa,Venda circuit curt,,,CLOTAS
"MESTRES VIZCAINO, FERRAN",VP/P/3107/2019,,X,,,43373,CABACÉS,PRIORAT,"OLIVES, RAÏM, AMETLLES, HORTA, SAFRÀ","ALTRES PRODUCTES, FRUITS DE CLOSCA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR, VINYA",Venda directa,,,,VICTOR GOULA
"MEXICAN FOODS & MUSIC, SL",VP/P/3130/2019,X,,B66740457,C/ Esla 60,8223,TERRASSA,VALLÈS OCCIDENTAL,"PATATA, OLIVES, AMETLLES, PEBROT, ENCIAMS, CEBA, CALÇOT, PORRO I ALL, CARBASSÓ, COGOMBRE, TOMÀQUET, MONGETA","FRUITS DE CLOSCA, HORTÍCOLES, LLEGUMINOSES, OLIVERAR",,Venda circuit curt,617324565,javiercapel@precat.com,
"MEYA SANCLIMENS, MARC",VP/P/2237/2016,,X,,,8392,SANT ANDREU DE LLAVANERES,MARESME,MADUIXA,HORTÍCOLES,Venda directa,Venda circuit curt,,,MELSANA
"MILLAT MARTINEZ, PERE",VP/P/1986/2016,,X,,,8849,SANT CLIMENT DE LLOBREGAT,BAIX LLOBREGAT,"CIRERES, PRUNES, PEBROT, CEBES, CALÇOTS, PORROS I ALLS, COL I COLIFLOR, ALBERGÍNIA, CARXOFA, COGOMBRE, ESPINACS, TOMÀQUET, FIGUES , PÈSOLS, MONGETA , FAVES I FAVONS","FRUITA DOLÇA, HORTÍCOLES, LLEGUMINOSES, PROTEAGINOSES",Venda directa,,,,
